input	result
 ABUJA (Reuters) - Peace talks between Sudan's government  and Darfur rebels struggled for survival after one of the two  rebel groups said on Wednesday the negotiations had collapsed  but left open the chance of resumption.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
DETROIT - Sen. John Kerry accused President Bush on Wednesday of presiding over an "excuse presidency," challenging Bush's credibility on jobs, the record national deficit and the war in Iraq...	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Global financial markets are stronger and more resilient than at any time since the stock market bubble burst in the late 1990s, the International Monetary Fund said Wednesday.	business
HONG KONG - There #39;s a new service for men seeking true love. A software company has created an artificial girlfriend that lonely men can download to a mobile phone.	science,technology computing
 EAST RUTHERFORD, N.J. (Sports Network) - The New York  Giants placed defensive back Omar Stoutmire on injured reserve  Wednesday after he tore his anterior cruciate ligament in  Sunday's season-opening 31-17 loss in Philadelphia.	sports
Jamaican military forces searched on Wednesday for dozens of fishermen feared missing after Hurricane Ivan #39;s strike on the Caribbean island last weekend, officials said.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Federal prosecutors announced on Wednesday that they had cracked a global cartel that had illegally fixed prices of memory chips in personal computers and servers for 	business
LOS ANGELES Khalil (kuh-LEEL #39;) Greene has a broken right index finger and will miss the rest of the regular season. The San Diego Padres shortstop was injured in the fifth inning of Monday night #39;s 9-7 victory 	sports
Technology shares edged up in Asia on Tuesday, as crude oil prices hovered near \$44 a barrel and the dollar languished ahead of key US economic data.	business
The Securities and Exchange Commission sued two District men yesterday, charging them with improperly soliciting more than \$1.3 million for a real-estate-based Ponzi scheme by preying on fears about neighborhood gentrification.	business
At a time when Vice President Dick Cheney has been mocking John Kerry, John Edwards has adopted a lower-profile stance.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
For the first time in 41 years, Saudi Arabia is allowing local elections. The ruling family's goal, political analysts and diplomats say, is to determine whether a more open government might help defuse a rising armed threat by Muslim  militants in the kingdom.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
New York -- If the Braves #39; 13th consecutive division title seemed like a foregone conclusion before Wednesday, well then it seems doubly so today.	sports
The Connecticut Sun clinched a playoff spot for the second straight year behind Nykesha Sales #39; 28 points in an 81-67 win over the Charlotte Sting on Wednesday night.	sports
Shareholders approved Aether Systems Inc.'s sale of one of its two remaining operating divisions Wednesday, a deal that will take the Owings Mills company out of the wireless business and nearly complete its transformation into a mortgage investment fund.&lt;BR&gt;\&lt;FONT face="verdana,MS Sans Serif,arial,helvetica" size="-2"\ color="#666666"&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;	science,technology computing
Tim Howard was  quot;horribly at fault quot; and  quot;had another bad night, his dreadful error leading to Lyon #39;s first goal quot; in Champions League action.	sports
New PCs will ship with a chip designed to thwart hackers--a hardware approach that's said to be safer than software.	science,technology computing
Reuters - Three British nationals, believed to be\civilians, were snatched by gunmen from a house in central\Baghdad early on Thursday, Iraq's Interior Ministry said.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
AP - Migrant smugglers are skirting heightened security along the border by using small boats to shuttle people from the under-supervised Baja coast into Southern California marinas and harbors, already jammed with legal commercial ships and pleasure boat traffic.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
WASHINGTON - The National Intelligence Council presented President Bush this summer with several pessimistic scenarios regarding the security situation in Iraq, including the possibility of a civil war there before the end of 2005.    In a highly classified National Intelligence Estimate, the council looked at the political, economic and security situation in the war-torn country and determined that - at best - stability in Iraq would be tenuous, a U.S...	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Real Madrid began yesterday #39;s match at Bayer Leverkusen as the bookmakers #39; favorite to win the Champions League. The record nine-time European champion finished with its worst defeat in the competition in more than four years.	sports
Reuters - European shares opened steady on\Thursday, with French advertising group Havas falling after\news of a capital increase along with its first-half results\but Richemont rallied after reporting strong luxury goods\sales.	business
AP - A Briton who was shot dead outside a Saudi shopping center has been identified as an employee of the communications company Marconi.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Out of money, out of patience, out of time, and for the foreseeable future, out of business.	sports
Pakistan's national assembly is due to debate whether President Musharraf should step down as army leader.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
A Senate committee voted yesterday to scuttle new rules that critics say would deny overtime pay to millions of workers, as Democrats won the latest round in their election-year bout with President Bush over the issue.	business
KABUL, Afghanistan -- Three Americans -- led by a former Green Beret who boasted he had Pentagon support -- were found guilty yesterday of torturing Afghans in a private jail and were sentenced to prison.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
AFP - President Vladimir Putin took over once again as head of the CIS ex-Soviet bloc at a summit in the Kazakh capital Astana, the Interfax news agency reported.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
GIANT MEMORY company Infineon will plead guilty to price fixing of DRAM chips and will pay \$160 million in fines to the US government.	business
AFP - Two Americans and a Briton were abducted from their home in a plush Baghdad district at dawn, in the latest blow in Iraq's five-month-old foreign hostage crisis, the interior ministry said.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Coca-Cola #39;s top executive said Wednesday the beverage maker needs to work harder, better execute its business strategy and improve its culture as he warned that third-quarter per-share income will drop at least 24 percent from a year ago.	business
The army is in a very advanced stage of preparations for a withdrawal from the Gaza Strip and four small West Bank settlements in 2005, Israel Defense Forces Chief of Staff, Lieutenant 	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
AP - Barry Bonds was beaten by Randy Johnson in the race for baseball's latest milestone moment.	sports
: An Indonesian court sentenced a Muslim militant to 12 years in jail on Thursday after finding him guilty of involvement in last year #39;s JW Marriott hotel bombing in Jakarta.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Reuters - Netopia Inc.  a maker of\networking gear, on Thursday said its auditor KPMG LLP\resigned, and said it will restate two years of results and\revise the results in its most recent fiscal quarter.	science,technology computing
Key allies in the US-led war in Iraq reject UN chief Kofi Annan's assertion that the invasion was illegal.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
 LONDON (Reuters) - The dollar kept close to the previous  session's one-week highs against the euro on Thursday, holding  steady as investors awaited U.S. data to confirm fresh signs of  strength in U.S. manufacturing.	business
Iomega Corp. is soon expected to ship its first network-attached storage (NAS) device based on wireless networking technology.	science,technology computing
Close watchers of the online music business no doubt noted yesterday #39;s announcement of Yahoo! #39;s (Nasdaq: YHOO) purchase of Musicmatch with interest.	science,technology computing
The United Nations released its annual population report on Wednesday, and it said it needs more money for population programs. A top United Nations official says if more money isn #39;t found for population programs 	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
AP - European Parliament legislators on Thursday turned a fight over abortion rights in Portugal into an emotional and divisive debate on women's rights and the division between church and state.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
AP - Calling UNLV "a gold mine," Mike Sanford took over as coach of the Runnin' Rebels on Monday after two years as offensive coordinator at high-scoring Utah.	sports
European leaders have been making false claims in a commercial-aircraft trade dispute pitting Boeing Co. (BA.N: Quote, Profile, Research) against its Europe-based rival Airbus, a US senator close to Boeing said on Thursday.	business
VIENNA (AFP) - Iran denied that it had carried out any nuclear-related activity at the Parchin military site which is the subject of US and UN concern.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
 WASHINGTON (Reuters) - U.S. consumer prices inched up just  0.1 percent last month as gasoline and car prices tumbled, the  government said on Thursday in a report suggesting an inflation  spike earlier this year was an aberration.	business
Hurricane Ivan, which slammed into the US Gulf coast today, may cost insurers \$4 billion to \$10 billion, rivaling hurricanes Charley and Frances, Risk Management Solutions Inc.	business
IBM attorneys argued that Utah-based SCO Group has failed to provide any evidence that IBM allowed proprietary Unix code to enter the freely distributed Linux operating system and its \$5 billion suit making that claim should be dismissed.	science,technology computing
AP - Governments and private sector officials from around the world sought ways Thursday to jointly combat cybercrime, whose growth mirrors the phenomenal rise of the Internet's popularity.	science,technology computing
TORONTO - Nortel Networks warned Thursday its third-quarter revenue will be below the \$2.6 billion US preliminary unaudited revenues it reported for the second quarter.	business
Schools across Portugal turn away pupils because of a teachers' assignment mix up on the first day of classes.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
GULF SHORES, Ala. - Hurricane Ivan slammed ashore early Thursday with winds of 130 mph, packing deadly tornadoes and a powerful punch of waves and rain that threatened to swamp communities from Louisiana to the Florida Panhandle...	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
(CP) - SONY has introduced it #39;s Clie PEG-VZ90, an entertainment multimedia handheld using Palm OS 5.2.1. The unit boasts the world #39;s largest 480x320 pixels organic electroluminescent (EL) display, which many regard as a next-generation technology capable 	science,technology computing
AP - Ford Motor Co. agreed to return about 300 Norwegian-built electric cars to the Nordic country after protests about plans to scrap them, the country's transport minister said Thursday.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
The IRS is gunning for your inherited IRA. Follow these steps to avoid costly penalties.	business
Toyota confirmed Thursday that Jarno Trulli will drive for the Formula One team starting next season. The Italian signed a two-year contract two days ago and will partner German driver 	sports
Russia will launch a second parliamentary inquiry into the Beslan school hostage massacre, Duma speaker Boris Gryzlov said on Thursday, marking a further climbdown by authorities who initially ruled out a probe.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
AP - All three cell phone operators in the Czech Republic were fined a total of  #36;1.7 million for breaching competition rules, officials said Thursday.	science,technology computing
The latest Blackberry mobile device packs a traditional Qwerty keyboard into  20 keys.	science,technology computing
US consumer prices inched up just 0.1 percent last month as gasoline and car prices tumbled, the government said on Thursday in a report suggesting an inflation spike earlier this year was an aberration.	business
Australian cricket chiefs fear a battle over television rights could cause next month #39;s Test series in India to be cancelled, and last night were seeking clarification from Indian board president 	sports
Prime Minister Ariel Sharon acknowledged that Israel was not following the moribund Mideast peace plan, and said an Israeli pullout from the Gaza Strip was unlikely to revive it, according 	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
A9 Offers Search Results From Five Sources\\A9, the search engine from Amazon.com, has relaunched its search engine. It now offers search results from several different sources, including the IMDB and of course, Amazon.com. \\I decided to search for Duke Ellington. "Duke Ellington" brought about 156,000 results (less than half the ...	science,technology computing
 SOFIA (Reuters) - UEFA will enforce a new anti-doping  program at all levels in and out of competition, a meeting of  the European soccer body's executive committee decided  Thursday.	sports
Reuters - President Bush said on\Thursday freedom was on the march in Iraq even as a U.S.\intelligence report depicted a bleak outlook for the country's\future.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Hurricane Ivan roared into the Gulf Coast near Mobile, Alabama, early this morning with peak winds exceeding 125 miles an hour (200 kilometers an hour).	science,technology computing
BEIJING, China (Ticker) -- One day after top-seeded Carlos Moya of Spain lost in straight sets, his second-seeded compatriot followed suit.	sports
NewsFactor - With CRM projects costing millions, even in some mid-size companies, it is no surprise CFOs are leading the charge to be sure the most important projects are first, that they are justified, and that they actually deliver on their forecast benefits.	science,technology computing
Nortel said it expects revenue for the third quarter to fall short of expectations.	science,technology computing
Demand for flat-panel devices means that the time is ripe for factories to churn out more glass.	science,technology computing
A group of foreign diplomats has left Pyongyang on Thursday to visit the scene of a mysterious explosion in North Korea.  quot;They went today.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
 VIENNA (Reuters) - A senior U.S. official said on Thursday  that satellite photographs of a suspected nuclear industrial  site in Iran demonstrated its intention to develop atomic  weapons, an allegation Tehran dismissed as "a new lie."	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
The first new face after a company shake-up says BEA products will use the advanced research left by departed technology gurus.	science,technology computing
Revamped keyboard is key feature of the 7100v, which is headed for European and Asian shores.\	science,technology computing
com September 16, 2004, 1:15 PM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half.	science,technology computing
AP - The European Union on Thursday demanded Washington explain more clearly how it subsidizes Boeing Co. and warned it would counter any U.S. challenge targeting EU rival Airbus SAS before the World Trade Organization.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
US and EU negotiators traded arguments on Thursday over state aid for aircraft rivals Airbus and Boeing, but wound up no closer on a sensitive issue that has gathered steam in the run up to the US presidential election.	business
Reuters - Texas Instruments Inc., the\largest maker of chips for cellular phones, on Thursday said it\plans to buy back  #36;1 billion in stock and boost its quarterly\dividend by more than 17 percent, becoming the latest\technology company to return extra cash to investors.	science,technology computing
AFP - Britain is awaiting the findings from a technical analysis of what a group of diplomats saw at the site of a huge explosion in North Korea last week, Britain's minister for East Asia said.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
AP - Eastman Kodak Co. and International Business Machines Corp. Thursday said they have agreed to develop and make image sensors for digital still cameras and camera phones.	science,technology computing
US and EU negotiators disagreed on Thursday about state aid for aircraft rivals Airbus and Boeing, winding up no closer on a sensitive issue that has gathered steam before the US presidential election.	business
Aircraft maker Airbus insisted on Thursday it had no intention of taking sides in a Microsoft antitrust case, even though it filed a brief in an EU court on the software giant #39;s side.	business
Add America Online Inc. to the growing list of companies and organizations shunning a spam-fighting proposal from Microsoft Corp. AOL cited  quot;tepid support quot; for Microsoft #39;s so-called Sender ID technology, which 	science,technology computing
In what seems to be one of the more bizarre and confusing aspects of the unholy alliance between Sun and Microsoft, Sun #39;s recent 10k filingincludes previously unseen legalese from the settlement agreement.	science,technology computing
Shares of Texas Instruments Inc. (TXN.N: Quote, Profile, Research) rose after the market close on Thursday, after the chip maker said it plans to buy back \$1 billion in stock 	business
If you #39;re up for some light reading, see the links below for the underlying documents that formed Microsoft #39;s April settlement with Sun Microsystems.	science,technology computing
It was a sight the Greeks had never seen: Beneath the ancient temples of the Acropolis, dozens of international visitors maneuvered 	sports
The 1.784 million voters that participated in Hong Kong #39;s 2004 Legislative Council Election gave a clear signal that they want democracy sooner rather than later.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Russian security forces were facing further criticism last night after it was revealed that the two female Chechen suicide bombers who destroyed two planes in August with the loss 	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Sun Microsystems (Quote, Chart) may have saved itself from years of costly litigation when it settled with Microsoft over their long-running Java dispute, but a clause in the landmark deal has open source supporters parsing its potential impact.	science,technology computing
Canadian Jacques Villeneuve hopes to take his revenge on former team BAR by helping Renault take second place in the Formula One championship.	sports
Corus, the Anglo-Dutch steel maker, celebrated its first ever profit yesterday and said its UK plants had contributed to the turnaround.	business
Patrick Kluivert struck twice as Graeme Souness began his reign at St James Park with a 2-0 win over Israeli Arab side Bnei Sakhnin in the UEFA Cup first round, first leg at Newcastle United this morning.	sports
AP - Silver buckled shoes, stockings and a ceremonial sword? Time, some say, for Parliament's archaic security measures to be dragged into the 21st century after what was called the worst security breach at the House of Commons since 1642.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Art Howe will fulfill a wish of the retiring Todd Zeile on Friday night: Zeile will catch Tom Glavine in Pittsburgh, his first time behind the plate in 14 years.	sports
Reuters - As Hurricane Ivan and its powerful\winds churned through the Gulf of Mexico, scientists told\Congress on Wednesday that global warming could produce\stronger and more destructive hurricanes in the future.	science,technology computing
LOS ANGELES - Toxicology and other tests determined that funk singer Rick James died last month from a heart attack due to an enlarged heart, with numerous drugs including methamphetamine and cocaine contributing factors, the county coroner announced Thursday.    The death was declared an accident, said coroner's spokesman David Campbell, who emphasized that none of the drugs were found to be at life-threatening levels...	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Knight Ridder Inc. expects third-quarter earnings to exceed expectations, largely due to a per-share gain of 9 cents related to the finalization of certain tax matters.	business
The battering that the hurricanes of the last month has inflicted on NASA centers could strain an already tight schedule for resuming shuttle flights, but it is too early to tell how badly, experts said Thursday.	science,technology computing
On Saturday, Virginia Tech finally walks into the football room of that exclusive athletic club known as the Atlantic Coast Conference.	sports
BEIJING, Sept. 17 (Xinhaunet) -- European plane maker Airbus has reported progress in plans to allow passengers to use mobile phones while in flight with a target date of 2006.	science,technology computing
AP - Eric Munson and Omar Infante each hit two-run homers and Detroit's bullpen stayed busy all night Thursday, leading the Tigers to a 6-4 win over the Cleveland Indians.	sports
Encouraged by the demand for LCDs, glass maker Corning on Thursday said it has broken ground for a second manufacturing facility in Taiwan.	science,technology computing
Ivan, Frances and Charley delivered three staggering blows to the Gulf Coast and Florida, as well as Caribbean island nations, all in just five weeks.	science,technology computing
AP - Consumer prices barely budged in August, suggesting that inflation isn't currently a problem for the economy and Federal Reserve policy-makers can stick with a gradual approach to raising interest rates.	business
Goldman Sachs Group Inc. may be in talks with the founding family of top Japanese consumer finance firm Takefuji Corp. for a stake of over \$2.	business
Russia may have to delay October #39;s planned launch of the next International Space Station crew by up to 10 days to fix a problem on the spacecraft that is to carry them into orbit, Russian news agencies reported.	science,technology computing
The FTC gave limited endorsement to the notion of cash rewards for people who help track down e-mail spammers, but suggested that the measure might work in fewer circumstances than had been pushed by some anti-spam activists. &lt;br&gt;&lt;FONT face="verdana,MS Sans Serif,arial,helvetica" size="-2" color="#666666"&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;	science,technology computing
Labor experts say Unite Here, the newly merged union that is representing the DC hotel workers in their current contract dispute, is one of the most outspoken and toughest unions under the AFL-CIO umbrella.	business
The Bush administration reached a tentative deal yesterday with three European nations at the UN nuclear watchdog agency on the next step in confronting Iran over its suspected nuclear weapons program.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Many homeowners in the Orlando area suffered a double blow when hurricanes Charley and Frances struck in quick succession. Now, they #39;re smarting from a financial one-two punch - two insurance deductibles.	business
California lawyers who reached a \$1.1 billion class-action settlement with Microsoft will get less than half the legal fees they requested.	business
 TOKYO (Reuters) - The Nikkei average fell for a third  straight session to hit a two-week closing low on Friday as  renewed earnings concerns prompted selling in Tokyo Electron  Ltd., Sony Corp. and other high-tech stocks.	business
WASHINGTON - Consumer prices barely budged last month, suggesting that inflation isn #39;t currently a problem for the economy and Federal Reserve policymakers can stick with a gradual approach to raising interest rates.	business
The New York Yankees hold the Curse of the Bambino, the Boston Massacre and their acquisition of Alex Rodriguez in their longstanding dominance over the Red Sox, but recent history suggests changes are coming.	sports
National Hockey League players began scattering across the globe yesterday in search of work on Day 1 of the lockout, with no negotiations scheduled between union and management.	sports
For three days, it had been about dinners, galas, black-tie affairs, and enough social engagements to please Paris Hilton.	sports
BAGHDAD -- Kidnappers seized two Americans and a Briton from their central Baghdad villa at dawn yesterday, in a bold raid that could further limit the mobility of foreigners in the Iraqi capital.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
SAMANA, Dominican Republic - Threatening to regain hurricane strength, Tropical Storm Jeanne headed for the Bahamas on a track for the southeastern United States after killing three people and causing extensive damage in the Caribbean.    The storm forced the evacuation of thousands on Thursday as it slammed into the Dominican Republic after punishing Puerto Rico with flash floods and deadly winds...	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
&lt;strong&gt;Letters&lt;/strong&gt; The postbag, and your miscellaneous musings	science,technology computing
Cameroonian politician John Fru Ndi stands as presidential candidate in next month's election, splitting the opposition coalition.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Wired News introduces a new column by Regina Lynn Preciado. It's about sex. And technology. You'll dig it.	science,technology computing
Consumer group complains of higher prices in U.K. than elsewhere in Europe.	science,technology computing
A Chechen rebel commander has claimed responsibility for the school hostage siege in southern Russia earlier this month, during which more than 320 hostages were killed, half of them children.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
For the first time, an international team of astronomers led by Guy Perrin from the Paris Observatory/LESIA, (Meudon, France) and Stephen Ridgway from the National Optical Astronomy Observatory (Tucson, Arizona, USA) has observed the close environment of 	science,technology computing
It was a Holy Grail looming on the personal electronics horizon: a pocket-sized device with a workhorse battery and the capacity to hold hours of audio and video.	science,technology computing
Newcastle midfielder Nicky Butt is facing up to the possibility of a three-match European ban for his moment of UEFA Cup madness. The 29-year-old England international lost his cool with Hapoel Bnei Sakhnin 	sports
Indonesian police said on Friday they had made their first arrest directly linked to last week #39;s deadly embassy bombing in Jakarta, detaining a man who delivered explosives to those blamed for the attack.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
One match into the Italian league season and (Emperor) Adriano already has Inter Milan under his rule. The Brazilian striker has scored six goals in Inter #39;s first four matches this season, including 	sports
 BLOOMFIELD HILLS, Michigan (Reuters) - Colin Montgomerie  inspired an early charge by holders Europe as they led the  United States in three of the four opening fourball matches at  the 35th Ryder Cup on Friday.	sports
Many of Johnny Cash's possessions were sold at Sotheby's, collecting \$3,984,260 for the Cash family, more than double the pre-auction estimate.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Newcastle midfielder Nicky Butt is facing up to the possibility of a European three-match ban. The 29-year-old was sent off during Newcastle #39;s 2-0 Uefa Cup win against Hapoel Bnei Sakhnin for grabbing Abas Suan by the throat.	sports
AP - Henry Bibby was fired as Southern California's basketball coach Monday, just four games into his ninth season. The Trojans, beset by some player dissension, are 2-2.	sports
Qualcomm Inc. on Friday raised its quarterly profit forecast due to strong demand for its mobile phone technology. The San Diego company said it expects earnings per 	business
Newcastle, England (Sports Network) - Central defender Ronny Johnsen signed a deal with Newcastle United until the next transfer window in January.	sports
AFP - The powerful may wage war, but it is the powerless who suffer its consequences -- that is the message drummed home by  quot;Stray Dogs, quot; an Iranian film on Afghanistan's pain after years under the control of warlords and foreign masters.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
 BEIJING (Reuters) - Resurgent Finn Jarkko Nieminen  overpowered David Nalbandian 6-2, 2-6, 6-2 at the China Open on  Friday as the seeds continued to tumble in Beijing.	sports
On the eve of a grid-computing conference, Big Blue says five companies and the EPA have plans to build grids.	science,technology computing
The Web console -- to be made available specifically to corporate and enterprise licensees of Norton AntiVirus software -- will allow administrators to distribute virus definitions and product updates on demand.	science,technology computing
IBM is using a microcontroller from National Semiconductor that stores passwords, digital certificates and encryption keys.	science,technology computing
AP - And the race is off! Only 29 days and some odd hours left to place your bid on eBay to buy the Sandia Motor Speedway.	science,technology computing
AP - A golfer plunked in the face by an errant ball was unable to convince a jury that the man who hit him was negligent for failing to yell "Fore!"	sports
 NEW YORK (Reuters) - U.S. blue chips advanced on Friday  after Ford Motor Co. &lt;A HREF="http://www.investor.reuters.com/FullQuote.aspx?ticker=F.N target=/stocks/quickinfo/fullquote"&gt;F.N&lt;/A&gt; raised its earnings forecasts, while  wireless technology provider Qualcomm Inc. &lt;A HREF="http://www.investor.reuters.com/FullQuote.aspx?ticker=QCOM.O target=/stocks/quickinfo/fullquote"&gt;QCOM.O&lt;/A&gt; limited  gains on the Nasdaq after saying an accounting review may  reduce pretax income.	business
Knight Ridder Inc., publisher of the Miami Herald and the Philadelphia Inquirer, said third-quarter earnings will miss Wall Street estimates due to the impact of three recent hurricanes on its Florida newspapers.	business
Arsenal target Hatem Trabelsi has settled his differences with Ajax after several months of wrangling. The Tunisian international defender was furious after it emerged a clause in his contract prevented him from completing a move to the Gunners.	sports
Members of California's congressional team make one last effort to look good for the tech industry back home.	business
United Airlines, in a bankruptcy court filing in advance of a status hearing Friday, has revealed it needs to cut \$500 million more in costs than previously stated.	business
Inspired by a brilliant putting display, holders Europe secured the first two points in the opening fourball matches against the United States at the 35th Ryder Cup Friday.	sports
The Beaverton-based Open Source Development Labs announced this week it is combining some efforts with another open source group to further the adoption of Linux.	science,technology computing
Iraqi health officials said American airstrikes that demolished homes late today in a village south of the volatile city of Falluja killed at least 44 people and wounded 27, including women and children.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
AP - An American jet fired a missile at a house where about 10 members of an al-Qaida-linked group were believed to be meeting in the Sunni insurgent stronghold of Fallujah on Friday, police and the U.S. military said. At least three people were killed.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
NewsFactor - Questions regarding potential patent issues and skepticism from the \open source community relating to Microsoft's (Nasdaq: MSFT) SenderID have prompted global Internet service provider AOL (NYSE: AOL) to drop the anti-spam technology.	science,technology computing
ATI Technologies announced a technology that reduces the need for dedicated graphics memory, which could lead to lower PC system costs.	science,technology computing
Nearly 4,000 disabled athletes are in Athens, Greece, for Friday night #39;s opening ceremony of the largest Paralympics in the games #39; 44-year history.	sports
Finn Jarkko Nieminen overpowered David Nalbandian 6-2 2-6 6-2 at the China Open on Friday as the seeds continued to tumble in Beijing.	sports
SANTA MARIA, Calif. - The mother of the boy accusing Michael Jackson of molestation testified Friday she does not remember a private investigator telling her that he was working for one of the pop star's attorneys, but believed he worked directly for the singer...	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
LOS ANGELES -- The labor dispute between workers at nine Los Angeles County hotels and their employers has intensified, with one of the hotels locking out its laundry workers and replacing them.	business
The flat-panel Atigo T/HB, designed for use in bright outdoor lighting, works as a wearable computer or as a wireless display.	science,technology computing
That U-shaped bike lock that you thought was so secure may be easy pickings for thieves who have nothing more sophisticated than a Bic pen.	business
International and domestic observers lambasted on Thursday the guilty verdict against Tempo magazine #39;s chief editor Bambang Harymurti and called it a setback for the country #39;s press freedom and democracy.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
The XII Paralympics begins in Athens, after a spectacular opening ceremony.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
A Burundian rebel movement was responsible for the August 13 slaughter of more than 150 civilians at Gatumba refugee camp in Burundi, and not the combined forces of Hutu and Mai-Mai fighters who have been blamed for the attack, Human Rights Watch said in 	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Graphics chipmaker ATI (Quote, Chart) unveiled a new technology it said lets its visual chips share system memory for graphics processing.	science,technology computing
United Nations Secretary General Kofi Annan said this week that the US war in Iraq is illegal and questioned whether the country could hold credible 	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
BAGHDAD : At least six people were killed in two suicide car bombings in Baghdad while another 47 people died in a series of US air strikes around the Iraqi insurgent bastion of Fallujah.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
 ABUJA (Reuters) - Sudan blamed the United States for the  failure of three weeks of peace talks between Khartoum and  Darfur rebels on Friday, but African Union mediators said  negotiations would resume in October.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Sol Campbell is expected to play for Arsenal #39;s reserves on Monday and could be back in the first team for next weekend #39;s visit to Manchester City.	sports
Company says it paid for the code that was contributed, against contract, to free Mambo publishing software.	science,technology computing
 #147;The single most effective way to avoid viruses and spyware is to simply chuck Windows altogether and buy an Apple Macintosh, #148; writes Walt Mossberg in the Wall Street Journal.  #147;There has never been a successful virus written for Mac OS X, and there is almost no spyware that targets the Mac. Plus, the Mac is invulnerable to viruses and spyware written for Windows. Not only is it more secure, but the Mac operating system is more capable, more modern and more attractive than Windows XP, and just as stable. #148; Sep 17	science,technology computing
ATHENS : Some 70,000 spectators filled the Athens Olympic stadium to watch the densely choreographed and emotionally-charged opening ceremony of the 12th Paralympics, the world #39;s premier competition for disabled athletes.	sports
Record labels and Microsoft are in discussions about ways that the next generation of the Windows operating system, code-named Longhorn, can support copy-protected CD technology.	science,technology computing
Cherie Blair cast aside her treasured privacy this week, touring newspapers offices and television studios to promote The Goldfish Bowl, her new book, which focuses on Downing Street spouses.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
The US Federal Trade Commission has given its endorsement to a plan that would reward insiders for information leading to the arrest and conviction of people or companies that produce spam.	science,technology computing
Although the three hurricanes that have hit Florida led to a broad economic slowdown, the glimmerings of a miniboom are already apparent.	business
If you can #39;t beat Google, make it better--that seems to be the lesson of A9.com, Amazon #39;s intriguing new search site. For Web searches, A9 simply gives you Google #39;s results, but it does a lot more--for instance 	science,technology computing
11 members of MCI Inc.'s former creditors committee asked for documents related to confidential communications between the company and its bondholders, according to federal bankruptcy court filings.	business
