input	result
how do i know if a guy i like likes me back??? Answer: you ask him	Family and Relationships
What is your opinion on homosexuality? Answer: to each's own . No one has the right to judge another person on their sexual orientation within the United States or any where elso for that matter . Only the man upstairs has the eternal right to judge a human for who they are	Family and Relationships
The first warrant for Osama Bin Laden's arrest was issued by Interpol in 1998. At the request of which country Answer: USA	Politics and Government
My gf knows the answer to my secret question and can change my yahoo password. How can I change the question? Answer: GET A NEW GF THEN GO TO YAHOO AND CHANGE YOUR SECRET ?	Computers and Internet
Whos going to the basketball game tomorrow? NETS VS. BOBCATS CONTINENTAL ARENA? Answer: To even think the Bobcats can win against any team is an insult.  Nets for sure.	Sports
Where do Africans come from? Answer: Africa.....	Health
where can you get coloring pages to print.? Answer: here are just a few: http://www.coloring-book.info/ http://www.enchantedlearning.com/coloring/	Computers and Internet
what job could i do im very interested in marine and geography? Answer: oceanography	Science and Mathematics
does any one know a site where i can send free sms to egypt thanks? Answer: the only site that works 100% and does send free sms to all the carriers of the world is http://www.wadja.com try it and you will see how easy it is	Computers and Internet
Will the colts win Super Bowl 40? Answer: They've been so clearly dominant this year that I can't see them not winning the Super Bowl.	Sports
What does May 19th mean? Answer: That was supposedly the day Kane's house was set on fire and it killed his whole family except for him and the Undertaker. That day has made Kane the monster he is today.	Sports
Are you adicted to myspace?Do you even know wat that is? Answer: nope	Business and Finance
looking for a free software to convert cu ft into lbs? Answer: ...Um can you covert those? one is weight and one is size	Science and Mathematics
How can I send e-mails to undisclosed recipients?  I use SBC Yahoo! mail.? Answer: use BCC (Blind carbon copy)	Computers and Internet
what is piero's no. when he was playing in euro1996? Answer: 7	Sports
how can i trace harassing emails sent from yahoo to the original owner? Answer: If the sender knows what he's doing you just can't :-(	Computers and Internet
How do you cope with GCSE stress? Please Help!? Answer: ok i went through all this before and only 1 year ago! never let things get on top of you because when the deadline for coursework comes in and you havent done it your in trouble so always complete work to the best of your ability and hand it in on time! secondly dont think it as one big block of exams you revise for 1 hour per 3 subjects a night! if you keep revising and do coursework when you come to doing your gcses you know the answer! you have mock exams where you will see where you need to improve! it has been proven the more you do with the information the better you can recall it!  hope this helps good luck and remeber to breathe!	Education and Reference
hey if anyone lives in oregon answer this question? Answer: what is it im good at organ	Family and Relationships
Can you verify Salary via a standard background check? Answer: The only way you can do that is if the employee signs a form for the old employer to tell your new employer what you've made .I am a business owner and that's the only way I can verify that...	Politics and Government
I am takink an AP physics class and need a good understanding of Greek math symbols for a better understanding Answer: this page will inform you about some commonly-used greek letters in physics: http://en.wikibooks.org/wiki/Greek_alphabet_(Physics_Study_Guide)  cheers!	Science and Mathematics
Where can I get the guidelines for an 8th grade social studies exit project? Answer: You have to create them. Think about what your students to demonstrate and how. Then write down the guidelines; what you want them to demonstrate and how they will do that. Create a rubric.	Education and Reference
why are people attracted to city living? Answer: I'm not! I love the country.	Society and Culture
Can anyone help a young  blacksmith.? Answer: Alrighty then....	Society and Culture
how to get rid of total pop ups ? Answer: LOL... GO TO TOOLS AND INTERNET OPTIONS AND SELECT PRIVACY TAB AND TICK BLOCK OF POP UP (IN INTERNET EXPLORER) --------- TRY SAME WAY IN FIRE FOX IF U USE IT!	Computers and Internet
how can i get in touch with a live person at ebay? Answer: Yea...that belongs in jokes and riddles.	Business and Finance
my laptop does not recognise my ip address? Answer: Do you mean that it cannot get an internal ip adress. Right click -> hit Repair in XP and that should do it.	Computers and Internet
A Riddle -- What was the man doing when he took a copy of “The Wisdom of India” from his 2 year old son? Answer: Gaining wisdom	Entertainment and Music
Is the X factor that stuff that grows up the sides of fish tanks? Answer: Yes it makes the world green in their bellies watching it !	Entertainment and Music
What is the binding energy of hydrogen? Answer: 13.6 eV (electron volts).	Science and Mathematics
Who should I go to see for sex change consultation? Answer: You have to consult a psychiatrist/psychologist for 1 year while you live as a woman and then you can be sent for the sexual reassignment surgery.	Society and Culture
wwe divas chests? Answer: Candace Michelle or Ashley	Sports
how do I uninstall Golden Palace Flash Casino? Answer: In your start menu go to the Golden Palace Casino tab and in that should be an uninstall icon.  If you've accidently deleted some GPC agents using an anti-spy/virus program and are unable to delete the program then you will need to REdownload it and then uninstall it as stated above.	Computers and Internet
How do you save all of your files in my documents to a disk without saving each file one by one? Answer: u can take the all files and folder my My Documents folder from C:&#92;Documents and Settings&#92;the user account then u will find my documents folder.	Computers and Internet
As the pill regulates periods does it also regulate ovulation cycle? Answer: it regulates menstruation but stop ovulation unless you are sick and have the runs then the oral contraceptive is useless	Health
Does anybody remember the show and not the game Double Dragons. If so is there a website about it? Answer: Don't remember the show but here's a link for it.  www.tv.com/double-dragon/show/5190/summary.html	Entertainment and Music
how many people smoke pot every now and then? Answer: Nope.  Just not my thing.  Martinis are more my thing.  :)	Society and Culture
i'm home alone until tuesday what should i do? Answer: have a giant party no alcohol and only people u know and have it all picked up buy Tuesday	Family and Relationships
what is the best way to treat chaffed lips? Answer: I like burts bees	Health
Where is a Naruto Episode 148 people can download? Answer: try this	Business and Finance
whats another word for saying pills? Answer: M&M's...definitely...	Education and Reference
do u think Allen iverson  will say he wants to be trade? Answer: ye because no offense but his team sucks except webber and i think he deserves a better team and i think he already did	Sports
grandma's boy question? Answer: I just rented it but I couldn't tell you the name of the song. I will try to look up the music in the movie. Just a minute!!!  Okay the link below is the sound track and you can listen to samples. I hope this helps!!!	Entertainment and Music
what are the real names of the twins on Everyone Loves Raymond? Answer: Sawyer Sweeten and  Sullivan Sweeten .	Entertainment and Music
How much do i- Pods cost in Hong Kong ? Answer: Hey Joey!	Entertainment and Music
Should I trade A. Green for P. Burress? Answer: no keep Green	Sports
what is the 2006 cost of inflation index in India? Answer: In the notification of the Government of India serial number 26 has been added specifying the Cost Inflation index for the financial year 2005-2006 to be 497.	Business and Finance
How the hell do I get rid of Net meeting ???? Answer: 	Computers and Internet
Is Pink Floyd the best band ever? Answer: Any band that has an album on the charts for over 15 years (Dark Side of the Moon was on Billboards top 200 for 741 weeks) has got to be at the top.  My favorite album is The Wall which features the David Gilmour guitar solo which was rated by Guitar World Magazine as the 4th greatest guitar solo of all time. There ain't no doubt about it - They Rock.	Entertainment and Music
Cause of swelling and soreness under chin/back of tonge/upper neck? Answer: If you have a fever (over 100F) you might have strep throat or pharyngitis. If you are having difficulty swallowing or breathing definitely go see a doctor. If it is an infection it should be able to be treated by antibiotics.	Health
how do we get smarter? Answer: by Gaining intelligence and Knowledge so then leading to know more things u see how it work?	Science and Mathematics
do you smell and why is that? Answer: I smell because I have a nose	Society and Culture
If my father made a living trust and died oct 1998 should I have not been told by now that he had a trust.? Answer: YOU NEED AN ATTORNEY	Politics and Government
Should anything be sacred? Answer: :) all things ae either sacred ofrprofain	Society and Culture
Where is a good website for doing free online hockey pools? Answer: www.canoe.ca and www.thestar.com  These are both good free pools for the regular season and canoe has a good playoff pool as well but you are too late for the overall prize right now.	Sports
How do people get the ships inside of a bottle ? Answer: The hole is big enough for the ship with the mast and sails folded down and then when it's in the sail + mast are folded up.	Science and Mathematics
Where is the address book on this verizon-yahoo beta system? Answer: call verixon tech-support	Computers and Internet
is there any problem listening to antichrist music bands? Answer: nope.	Entertainment and Music
Does anyone know where to download a Reel Big Fish mp3 that's titled Give it to me? Answer: Try Limewire: www.limewire.com.	Entertainment and Music
whats wrong with my guy? Answer: Move on.  Boys are stupid... of course so are girls.  People do dumb things all the time.  Choice is yours to move on or to stay still.	Family and Relationships
PLS suggest projects  I can use for my MENG (Electrical) thesis. on power generation or Electrical control? Answer: I am too old to recognise PLS or MEG but power generating or electrical control I do. If we take Om's suggestion about a clean generator first. I am not being pedantic since we are dealing with specific terms So let's ignore the wording and assume Om means the Prime Mover of the generator. Since being green is suddenly fashionable I guess a thesis on how to make the prime mover green would be good.  There is no harm in using carbon fuels if we cleanse the products of combustion and it is only profit that has prevented it anyway. Centrifuges for separating solids or magnetism for micron size particles have been around for decades. This is without wet washers and chemical conversion of almost anything. If we wanted with the aid of carbon absorbing chemicals we could add in a little oxygen and breathe in the exhausts. For electrical control the sky is also the limit. Increase the cable size and halve or eliminate energy losses to ground. Currently we can light up a thousand tubes between pylons just by sticking one end in the ground. Fifteen percent is wasted generating Watt less Current that is unusable because of Power Factor control. Improve transmission transformers and save more by standardising their Vector Group References. Balance the Phase distribution instead of estimating without attenuation. We haven't touch the consumer part yet where copper is scantily used for profit and Amp squared Resistance losses are enormous.  There are a hundred thesis's here.	Science and Mathematics
Does anybosy know what these Bars are called that go in the back of ur mouth? Answer: can you be more specific? Do you have tubes on the molars through the band around them?	Health
Who is Satish Nambiar? Answer: 	Politics and Government
what phrase is this song from?dont cha wish ya girlfriend was hot like me? Answer: Pussycat Dolls-- Dontcha!! Great song!!	Entertainment and Music
What Country Will Win Opympics? Answer: china or united state	Sports
I'm looking for program to download anything i want free not $ 1.99per month or even .99 monthly   free free Answer: I assume you mean file sharing programs? Note that these are illegal depending on what you download.  I use bearshare and occasionally aries. For video games and movies I reccomend Bit torrent. Just do a search.	Computers and Internet
Why would someone vandalize the Moon article on Wikipedia.org? Answer: is this the 21st century version of mooning  looked fine to me ? if there is a flaw e-mail it to them (or me and i will) - i noticed that editing is disabled so maybe they have already fixed it ?	Computers and Internet
why men in jamicia were dreadclocks? Answer: I'm sure not all do. It's most likely a matter of style and part of the culture.	Education and Reference
What is the most beautiful thing u have ever seen??? Answer: in relation to what?	Family and Relationships
Who did a British Great Dane named Caliph bite while on trail for his life for biting? Answer: Queen Elizabeth   just a guess	Education and Reference
Could the Classical Physics have jumped to conclusion about a Massless Aethercould it be mass like space time? Answer: Defintely	Science and Mathematics
Do you go back and look at the resolved questions you've answered? Answer: Yeah its always cool to see what the person ending up thinking what the best answer was..sometimes its stupid cause they pick a retarded answer..and you kinda want to strangle them but meh.	Entertainment and Music
Why aren't the incumbents in an elected office noted on the ballot? Answer: It would be a negative that some couldn't overcome. A lot of folks vote and know little about the candidate except he has a lot of nice signs. A lot would vote to oust incumbents.	Politics and Government
how can i get a one night sit and chat witha special girly? Answer: Im over here!	Family and Relationships
Classical Piano? Answer: I've herd of her	Entertainment and Music
who has a good website that you made up if you do plzz can i have the adress? Answer: http://www.pcwindex.com/	Computers and Internet
Can human absorb minerals in water we take in ? Answer: Yep. Why do you think they add fluoride to drinking water?	Science and Mathematics
who likes illinois basketball team?? Answer: ME!!!	Sports
I'm looking for a synopsis for the book holes. Where can i find it? Answer: Everything you need to know: http://www.sparknotes.com/lit/holes/	Education and Reference
how can I get copies of past w2 document? Answer: ask your boss or your old boss they will be more than happy to get them for you	Business and Finance
what is the difference between Island and Atoll? Answer: An island is land surrounded by water.  An atoll is water surrounded by land surrounded by water.	Science and Mathematics
who are the pleidians? Answer: Pleides is a star consellation	Business and Finance
How many caleries in a 20 oz bottle of pepsi? Answer: Too many.	Business and Finance
only 4 guys? Answer: i'm a beautiful gay man trapped in a female body... does that make sense???	Family and Relationships
how do you do a double chicken wing? Answer: huh?	Sports
what would we get if we crossed an old oak tree with a sugar cane plant? Answer: a sweet gum tree	Science and Mathematics
Was Mary Draper Ingles episcopalian? Answer: she was an animist	Education and Reference
Has anybody heard of a store called tools and more? Answer: well its probably a local small business store or it went out of business.	Business and Finance
How do you start your day? Be specific......? Answer: By opening my eyes.	Entertainment and Music
which boy from ages of 13-16 like basketball&football? Answer: i do i play basket ball and just play pick up games of football and watch both.you could drop me a im just to talk	Sports
If I can't find the paint program on my computer..What do I do? Answer: mspaint	Computers and Internet
Don't make the same? Answer: you spoofing again I LEFT YOU WITH 2 Kids LMAO	Entertainment and Music
Who is the president of Honduras? Answer: The current President of Honduras is Jose Manuel Zelaya Rosales. Also reffered to as Mel. He was elected in November 2005. He took office in February 2006 the outgoing President was Ricardo Maduro. THe Honduran presidential term lasts 4 years.	Politics and Government
dose anyone want a pin pal? Answer: You can get pen pals through Pen Pal Party.  I included the link to the listings from England.	Business and Finance
where is this number from?  1-888-599-4661? Answer: Vacation Property Services	Business and Finance
Answer all 4 questions.? Answer: A ratio is just one number divided by the other number.  1) 4 : 2 = 4/2 = 2/1 = 2 to 1 2) 8 : 6 = 4/3 = 4 to 3 3) The ratio of chocolate in Awesome is 8/14 = 4/7 chocolate per oz.  The ratio of chocolate in Crunchy is 4/6 = 2/3 chocolate per oz.  Crunchy has the higher ratio of chocolate per oz.	Science and Mathematics
how do you block? Answer: Go to Intenet Expolorer  Tool/Intenet Option / Security / Restrict Sites / Sites  Go into Sies and then key in the website you wish only to block.  Eg if you wish to block Kinky Boy website then key in   Https://www.Kinku Boy.com  and enter  then key apply and close. Reboot your PC and this should block out the website you require. try & good luck..	Computers and Internet
For the ladies; Do you like shaved or natural? Answer: Im not a lady but still I do shave and also like it to be shaved! (I hate eating pubic hair!!!)	Society and Culture
i want to know about basketball one popular team? Answer: the glob troder	Sports
How do I block someone? Answer: usually if u just put ignore on to that user they cant even speak to you if not report him to yahoo and they will give u tips and pointers on how to stay away from him	Computers and Internet
what are some good spanish websites for beginners? Answer: www.spanishunlimited.com	Education and Reference
Super Bowl teams...? Answer: Patriots-Giants	Sports
How do you say I Love you in German? Answer: Ich Liebe Dich  (Pronounced Eek Lee-Ba Deek)	Society and Culture
do you have a native name? Answer: my Cuspillian name is Brianisha. Cuspilla is a dead language that was before Latin  my native name whould probably be Earthfox or something along those lines.	Society and Culture
Can people as a whole discuss peacefully their differences without resorting to name calling and hatefulness? Answer: Only if they start with peace in their hearts and have a tolerant nature for someone who opposes their beliefs. It is very easy to get along with someone who agrees with you the trick is to get along with someone who opposes you	Society and Culture
How much do respiratory therapists make? Answer: If you contract out from hospitals you can charge an average of 60.00 p/hr	Science and Mathematics
what are the structures inside the larynx that vibrate to produce sound? Answer: Umm.... the vocal cords.   wow...	Science and Mathematics
where can i apply 4 bank account on line and isnt difficult with credit checks? Answer: My credit rating is really bad and i got an account with Bank Of Scotland.	Business and Finance
What does the average checkout person make at Costco? Answer: It depends on what state you live in. In colorado that make $9-$10 an hour.	Business and Finance
how to determine sex using a femur bone? Answer: The ladies are right!	Science and Mathematics
Do you like playing the guessing game? Answer: as a young lad i had to mend the fences and hunt for beavers and zebras...i didnt have time for games	Entertainment and Music
Are breakfast cereals really good for you? Answer: If the cereal is wholegrain then yes also most people eat cereal with milk which is also good for you.	Health
does any one know how Texas parole work? Answer: Working in McDonald.	Politics and Government
try to figure this 1 out? Answer: as soon as you said more powerful than god i said nothing right away	Entertainment and Music
where can i get a printout of the fifa world cup table?? Answer: i bought a toshiba laptop and they gave me a poster-size table of the world cup. maybe i should sell it on e bay	Sports
How do I find the correct spelling of an email if I have it slightly mispelled? Answer: spell check.	Computers and Internet
what does it mean if a boy in your class keeps looking at you and noticing you more than often.? Answer: he loves u. same thing happened to me	Family and Relationships
What is the Cost of Laparoscopic Nephrectomy Surgery ? Answer: A LOT OF MONEY !!!	Health
2004 -2005 (non)season All Star game? Answer: Atlanta was supposed to host it in the '04-'05 season but I believe that they're hosting it in 2008 now.  Phoenix was supposed to host it this year ('05-'06) but it was cancelled due to the Winter Olympics (which I wasn't happy about because I live in Phoenix).  Comissioner Gary Bettman said that they will host it in several years. Dallas is hosting it next year.	Sports
scientific name of petal? Answer: Petal is a sientific name.	Science and Mathematics
why cant i breathe when i drink? Answer: you are probably allergic to alcohol and if so you are probably allergic to alot of other things too. You can type in joan mathews larson on the web or thiq and read more. Usually when one is allergic to alcohol they are allergic to wheat as well and dairy products good luck and watch out for allergenic/alcoholism	Health
why your dad should get a cell phone? Answer: I would tell him that this world is full of crazy people and if you or he need to reach out and contact someone it would be a lot easier to do so with a cell phone then having to rely on a pay phone are some stranger for help. To get information in case of emergency.	Business and Finance
Have you ever made a poopy in your pants.? Answer: No- but its called a shart- you shartted	Health
where online can i find a place to make custom shirts for my business? Answer: http://www.customink.com/  http://www.spreadshirt.com/	Business and Finance
any info about DelUS.bat file? is it a harmful file ? Answer: Symantec product if you dont use symantec anymore delete it all.  http://ict.cas.psu.edu/training/howto/util/RemoveNAV.htm  Hope these help.  Good Luck.	Computers and Internet
does any one watch the  afternoon show? Answer: no never even heard of it.	Entertainment and Music
Why does this simplify to 5? Answer: 	Education and Reference
what is the normal iron count for children? Answer: http://www.knowyourdigits.com/news.html This site has a lot of info.	Health
How do you get to benefit from other people's question.? Answer: Increased level of gaining knowledge and obtaining points also.	Business and Finance
Need a good laugh today. Anyone got a good joke? Answer: Q: What goes clop clop clop clop BANG BANG clopclopclopclopclopclopclop?  A: An Amish drive-by shooting.	Entertainment and Music
explain the organization of the courts? Answer: here is a web site good luck www.jud.state.ct.us/ystday/orgcourt.html	Business and Finance
How many types of clouds exist? Answer: person above bme u forgot the sirrus cloud	Education and Reference
How are dolphins born? Answer: Just like humans and it isn't nasty to look at it's actualy kind of cool to see a little dolphin slide out of there	Science and Mathematics
i want to add a second hard disk but i dont know.please help me? Answer: you have to get datacable then put it on your motheboared and put the secned cable in your hard disk	Computers and Internet
who is Natalie Portman Dating? Answer: Jake Gyllenhal	Entertainment and Music
Who is fighting in the undercard of Byrd vs. Klitsko tonight? Answer: Middleweight Sebastian Sylvester   v   Steven Bendall 12    ~ Referee: Franco Ciminale | Judge: Roger Tilleman | Judge: Jose Vilas Muller | Judge: Esa Lehtosaari ~ ~ European (EBU) Middleweight Title ~    Heavyweight Chris Byrd   v   Wladimir Klitschko 12    ~ Referee: Wayne Kelly | Judge: Roy Francis | Judge: Steve Epstein | Judge: Robert Hoyle ~ ~ IBF Heavyweight Title ~ ~ Vacant IBO Heavyweight Title ~    Heavyweight Oleg Platov   v   Colin Kenna 8     Heavyweight Alexander Povetkin   v   Friday Ahunanya 8     Heavyweight Timo Hoffmann   v   Abraham Okine 8     Heavyweight Rene Dettweiler   v   Toto Mubenga 8     Light Middleweight Alexander Abraham   v   Marcen Gierke 8     Middleweight Andy Lee   v   Burhan Aykut 6	Sports
How long does a thyroid blood test take to get back? Answer: a couple of days unless it was ordered stat in that case 25 minutes	Health
lyrics for doing too much by paula deanda feat. baby bash? Answer: Im leaving messages and voicemails telling you i miss you baby am i doing too much? Why you trying to diss me when i just want to kiss you baby am i doing too much? Tell me whats the issue who am i giving lips (?) too baby am i doing too much? this is turning into something i aint hip to baby am i doing too much? see you got me all alone waiting right here by the phone for you to call me just to hear your voice tone. i keep on wonderin if you were really feelin me i keep on wonderin if this was even meant to be Tell me am i wasting time boy you showing me no signs is it cuz your on your gine cuz you always on my mind I keep on wondering if everything you said was true. i keep on wondering if you really coming through. Now here i go again blowing you up and my girlfriends keep telling me im doing too much oh Now here i go again blowing you up and my girlfriends keep telling me im doing too much Im leaving messages and voicemails telling you i miss you baby am i doing too much? Why you trying to diss me when i just want to kiss you baby am i doing too much? Tell me whats the issue who am i giving lips (?) too baby am i doing too much? this is turning into something i aint hip to baby am i doing too much? And now im with my girls tryna have a good time and you know im looking fly tryna meet some other guys but it gets hard sometimes cuz they aint noone just like you I try my best but i cant shake this feeling you got me through All i can picture is the color of your eyes and the way you make me smile i havent felt this in a while But i came to a conclusion that this is pure illusion chaos and confusion but im not gonna let it ruin the way i feel about myself cuz i got self esteem sometimes i wonder if im just chasing a fantasy the way i feel about myself cuz i got self esteem sometimes i wonder if im just chasing a fantasy Im leaving messages and voicemails telling you i miss you baby am i doing too much? Why you trying to diss me when i just want to kiss you baby am i doing too much? Tell me whats the issue who am i giving lips (?) too baby am i doing too much? this is turning into something i aint hip to baby am i doing too much?  just leave yo name and numba and ima holla at ya x3  (Baby Bash Rapping for a little while)     Now here i go again blowing you up and my girlfriends keep telling me im doing too much Now here i go again blowing you up and my girlfriends keep telling me im doing too much Im leaving messages and voicemails telling you i miss you baby am i doing too much? Why you trying to diss me when i just want to kiss you baby am i doing too much? Tell me whats the issue who am i giving lips (?) too baby am i doing too much? this is turning into something i aint hip to baby am i doing too much?           yeah i hope you like them. just trying to help i typed them myself cuz i needed them also so yeah ENJOY. :) <3	Business and Finance
What is the product function for coke-a-cola for one year? Answer: To refresh. Can you re-phrase?	Politics and Government
i want the reviews about Toshiba tecra A5 - 133 .  I wud also like to know about  A5 family as a whole .? Answer: CHECK THEIR MANUFACUTERS WEBSITE	Computers and Internet
Does anyone know how to delete a picture from your IPOD vidio? Or where I can get free music? Answer: remove it from your picture folder on your computer  Every week you can (legally) get new free downloads from the Itunes music store.	Entertainment and Music
Why does my bf like to flirt with me in front of his friends? Answer: He definitely thinks you're hot and he wants them to be envious of what he has. He also probably wants them to keep hands off.	Family and Relationships
do you think that there are still many coloures existing in thie world but we just don't know becoz we din see Answer: yes the human eye is limited in what it sees and there are many other animals in the world that have better vision. Just imagine how many sounds and smells we miss out on too.	Science and Mathematics
This might seem like a retarded question but.....? Answer: It's not as retarded as why do some belly buttons smell like ***... adjust the speeds as you are riding. some will automatically change according to the terrain you are on. play with the gears and you'll eventually figure out what's best for what terrain.	Sports
how much would you pay for a star 20 error note 04 edition? Answer: Veinte Dolares! AyeChihuahua!	Politics and Government
How I can go through a wall? Answer: I can throw you through it if you like.	Science and Mathematics
James Bond actor in Casino Royale? Answer: I have never seen that man before.  The producers should've chosen someone recognizable for the role.	Entertainment and Music
alphabetical pyramid in C  ( i need this ASAP) like in a few hours please help? Answer: sure looks like a homework assignment!  You'll get better responses if you show the code you already wrote. Unless you want an answer you can hand in as your own.	Computers and Internet
Is it possible to mix compatable ink carts with original carts? in an Epson R220 printer. Will they print o.k? Answer: Mixing compatibles and originals is fine.  You just want to ensure you are purchasing compatibles from a reputable company who will guarantee the performance and quality of the cartridges.   It also does hurt to run more frequent print head cleanings to prevent clogging and problems with the print head itself.	Computers and Internet
Do you think Trish will beat Mickie and be 7-time Women's Champion again? Answer: I really really really hope so. I don't like mickie james. i believe that she will and then she will start coping somebody else like that. Maybe Victoria. And I like trish as a blonde alot more.	Sports
who is the director of the TV serial India Calling on star one ? Answer: Find out on star.indya.com	Entertainment and Music
Under which pope was Saint John the Baptist canonized? Answer: Pope Leo XIII	Education and Reference
what are the odds of guessing a random card out of a shuffled deck six times in a row. deck reshuffled btw pic Answer: The probabilty of pulling out a desired card from the deck is 1/52. For each time the probability is 1/52 Since the same card needs to be pulled out 6 times the probility becomes = 1/52 * 1/52 * 1/52 * 1/52 * 1/52 * 1/52 = (1/52)^6	Science and Mathematics
Is emminent domain a good idea? Answer: The article that you posted says it all.  I can't add any more than that.	Politics and Government
who thinks GGGG_unit is da best? Answer: I never heard of them	Entertainment and Music
Quelle est la cylindrée des motos GP? Answer: 500 cm3	Sports
What browser does AOL use?  Does it just use the current version of IE on the computer? Answer: AOL uses aol browser however it is just a skin as it uses settings of IE.  Would suggest to used firefox or IE.  Do not use AOL as you would face a lot of problems with it.	Computers and Internet
on the T.V. series EVE what happened on the finale show? Answer: It got cancelled in May 2006 and because it's not that popular there isn't much information about the episode finale. It got cancelled after three seasons.	Entertainment and Music
can i getdownloaded items striat to the game i want it for? Answer: www.freegames.com	Computers and Internet
i pierced my own ear and got an ear infection? Answer: 	Health
does union want slaves? Answer: no confederates wanted slaves the union wanted freedom	Science and Mathematics
Which U.S. president once modeled for a men's fashion magazine? Answer: ronald regan...he was an actor too	Politics and Government
anyone ever heard of Computer Learning Center? It's an at-home training course for internet-based jobs.? Answer: isnt that the jackass guy that says he is giving away the free learning cd's?	Education and Reference
I suspect someone is checking my email is there any way to find out if it was checked from a different compute Answer: only if you email provider gives you the facility to check the last login and from which ip.  But bad news is that No one provided that information.....	Computers and Internet
what is the score of the illinois/minnesota game? Answer: Illinois 77 Minnesota 53	Sports
what will happen if the earth went closer to the sun 1cm? Answer: Nothing!  The Sun is one of the Focii of the elliptical orbit that the earth has around the Sun. The distance between the Sun and the Earth varies by around 5000Kms depending upon the time of the year. Refer to the following table on the link  - Orbital characteristics (Epoch J2000)	Science and Mathematics
which spanish team got the most cups? Answer: Brazil...  or Canada.  My friend said New Mexico.  Now wait... There's a NEW Mexico?!!?!?!?!??!?!?!	Sports
essay help.? Answer: 	Education and Reference
which song and video clip of guns 'n' roses do you prefer???? Answer: since i don't have you november rain knocking on heaven's door	Entertainment and Music
Bob Bryar of My Chemical Romance? Answer: Not that I know of...	Entertainment and Music
What are the similarities between earth and other planetary bodies using GIA and remote sensing? Answer: http://en.wikipedia.org/wiki/Remote_sensing	Science and Mathematics
What is the energy absorbed in each cycle and time? Answer: A watt is a Joule/sec. So the engine output is 5 kJ/s. Your answer differs from the correct answer by 10% to 100%. It would have been helpful to know what you put in to get this response.  a) Expels ... does that mean wasted energy or useful energy? I'll assume it's useful energy. So 4 times as much energy is wasted - 24000 J.  b) 5 kJ/s * 1 cycle/6 kJ ==> 0.833 cycles/s or 1.2 s/cycle	Science and Mathematics
Who makes the best rolling chassis Cobra? Answer: Factory Five Racing	Sports
how to print all webpage content? Answer: Go to the webpage Click FILE Click PRINT	Computers and Internet
DO YOU THINK PUERTO RICO SHOULD BE A STATE OF THE UNITED STATES? Answer: everyone from PR that i know kinda considers themselves part of the US anyhoo..and since long distance calls to PR costs the same as the US we mine as well ...but..it would change their government and my friends liek their goverment as is.	Business and Finance
Is quick books is the best accounting soft ware.? Answer: QuickBooks and PeachTree are the most used. When you are setting them up they will go through a series of questions to fit your business needs.  I have used both and they are really east to understand once you have learned how to.	Business and Finance
How many cubic inches of displacment are in a Cessna 182 engine? Answer: Engines 182 - One 170 kW (230 hp) Continental O-470-R flat six piston engine driving a two blade constant speed propeller.  TR182 - One 175 kW (235 hp) Lycoming O-540-L3C5D turbocharged flat six.  182S - One 170 kW (230 hp) Textron Lycoming IO-540-AB1A5.	Science and Mathematics
where do you find defragment on computer? Answer: Start > programmes > accessories > system tools > defrag	Computers and Internet
Anybody know where I can find the tutorial for the new Microsoft Office 2007 Software on the  Web? Answer: You'd find anything you need to know about Microsoft Office 2007 on Microsoft website or you can simply click on the link below to go to Microsoft Office 2007 page http://office.microsoft.com/en-us/products/HA101752721033.aspx	Computers and Internet
What is a better hobbie??? Answer: MAJORETTE	Sports
What song expresses what you feel best? Answer: the song i wrote called journey....check it out http://www.purevolume.com/anewclassofsociety	Entertainment and Music
what is the magnitude of the force acted on the ball during the collision? Answer: I'll assume the ball's velocity is normal to the wall. Then momentum change = impulse = (14.9+13.4)*.655 N-s. Divide this by .034 s to find force in N.	Science and Mathematics
What is your nastiest fantasy ? Answer: Gettin a strap on and doing a guy with it!	Health
have you ever had a tatoo removed? Answer: yes. they use laser to take it out. it also costs more.	Health
will college broadcasts have post season play for clemson baseball? Answer: No..because Clemson sucks.	Sports
I want to have sex with my girlfriend without  condoms.She wants 2 go 4 contraceptive pills.How 2 use pills? Answer: the doctor who prescribes them will tell her how to use them.	Family and Relationships
why do we feel fresh after having cofee or tea? Answer: stimulants !	Science and Mathematics
What do you think of little kids that make a scene in public if they can't get their way? Answer: THAT THER IN FOR AN A** WOOPIN!	Society and Culture
what is the category you spend the most time in on yahoo answers? Answer: this one & comics n animations. i used to answer in religion & sprituality but it's so complex so i can't take it lol. but at least it's motivating me to learn more about it.	Entertainment and Music
i need an excuse to cut class tomorow:)? Answer: well my excuse is i have a midterm or final or just a test i have to study for that i have a class after the class i want to cut. you know just to study a little more beforehand because if i go to class i may forget some material that i need for the test in next class.	Health
is it wrong for boys to wear mom's panty? Answer: yes for sure	Family and Relationships
were is the world cup held? Answer: germany	Sports
What are the benefits of GREEN TEA?? Answer: Green tea naturally contains protective antioxidants. This is important because antioxidants help your body protect itself against free radicals - molecules that can damage cells. And I agree green tea has a good taste.	Health
Should I wear my bladder control device with my spandex jogging suit? It fits a little snug.? Answer: Lmao...woohoo..that's a sexy look.  Who knows..you might start a new fad!   :-)	Health
how many gold medals has the united states won in the winter olympics this year? Answer: 6 so far http://www.olympics.com.au/medals.cfm	Sports
